Case Number,Problem Category,Geolocation (Latitude),Geolocation (Longitude),Opened Date,Subject,Status,Public Description,SAP URL,Closed Date,Age (Days),count,block_group,tract,geoid
85626,Street Light,32.70641653,-117.1466129,6/5/16,Light Out at 101 19th St,Closed,Acorn light need repair,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sAwQAAU,6/29/16,24,1,2,004700,060730047002
85778,Street Light,32.96881433,-117.0760119,6/5/16,Street Light Light Out at 13789 Shoal Summit Dr,Closed,Street light is out at night,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sBEeAAM,7/9/16,33,1,3,017039,060730170393
85786,Street Light,32.69639842,-117.0525995,6/5/16,"Light Out at 888 PLAZA TORREON, 92114",Closed,ST LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sBFXAA2,7/8/16,32,1,1,003113,060730031131
85788,Street Light,32.78651779,-117.1201494,6/5/16,Street Light Light Out at 2121?2141 Mission Village Dr,Closed,Multiple overhead streetlights are out on Mission Village drive just outside the Qualcomm stadium Parking lot.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sBFmAAM,8/11/16,66,1,1,009304,060730093041
85802,Street Light,32.90759606,-117.2050171,6/5/16,Street Light Light Out at 4244 Sorrento Valley Blvd,Assigned,Missing streetlight and pole,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sBHiAAM,,86,1,1,008346,060730083461
85832,Street Light,32.69668159,-117.0524709,6/5/16,Street Light Light Out at 6890 Plaza Blvd,Closed,Street light flickers,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sBKwAAM,7/8/16,32,1,1,003113,060730031131
85835,Street Light,32.907445,-117.205055,6/5/16,Street Light Light Out at 4244 Sorrento Valley Blvd,Duplicate,"Overhead street light knocked down during traffic accident.  It's a dark curve, in a high speed area (50mph)Please replace before another accident occurs.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sBLQAA2,,86,1,1,008346,060730083461
85843,Street Light,32.9285808,-117.1111353,6/5/16,"Street Light Light Out at 11526 Cortina Place, San Diego, CA, United States",Closed,The street light across the street from 11526 Cortina Place San Diego CA 92131 is not working,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sBMsAAM,8/26/16,81,1,1,017043,060730170431
85844,Street Light,34.1739021,-119.1795441,6/5/16,Street Light Light Out at 201?299 W Island Ave,Closed,All lights on south side of Island between Union and Front are out. As are all lights on west side of Union between Market and Island.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sBN2AAM,6/6/16,1,1,,,
85847,Street Light,32.8023323,-117.2200259,6/5/16,"Street Light Light Out at 2700 Grand Avenue, San Diego, CA, United States",Assigned,"There are several (3) lights out on the softball field.  I understand that there is only one lift for the entire city but if we could get it out there to check out the lights, we would appreciate it.  Thanks.  Coastal Bay Girls Softball and San Diego Softball Mom.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sBNlAAM,,86,1,1,007800,060730078001
85848,Street Light,32.7348386,-117.216182,6/5/16,"Street Light Light Out at Liberty Station San Diego, CA",Closed,Light Out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sBNqAAM,7/16/16,40,1,1,021400,060730214001
85849,Street Light,32.7381488,-117.2106493,6/5/16,"Street Light Light Out at 191 Cushing Rd San Diego, CA 92106",Closed,Light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sBNvAAM,7/6/16,30,1,1,021400,060730214001
85851,Street Light,32.938785,-117.226768,6/5/16,"Light Out at 3950 San Leandro Way, San Diego, CA, United States",Closed,Street light out next to fire hydrant,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sBOPAA2,7/8/16,32,1,1,008331,060730083311
85852,Street Light,32.743817,-117.212025,6/5/16,"Street Light Light Out at 2857-2999 Lytton St San Diego, CA 92110",Closed,Light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sBOtAAM,6/29/16,23,1,1,021400,060730214001
85854,Street Light,32.744718,-117.21343,6/5/16,"Street Light Light Out at 3035 Lytton St San Diego, CA 92110",Closed,Pole fell over last December and was removed.  Still no replacement street light.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sBP3AAM,7/20/16,44,1,3,006900,060730069003
86109,Street Light,32.75505635,-117.113935,6/6/16,"Street Light Light On During Day at 3675 El Cajon Blvd, San Diego, CA 92104, USA",Closed,"MTS reports a bee hive in a City street light post near a bus stop on the south side of El Cajon Bl west of 37th St. Note: the street light isn't on during the day, but ""Get It Done"" doesn't have a choice for ""other"" in the category detail menu.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sENoAAM,7/9/16,33,1,2,002201,060730022012
86139,Street Light,32.75898823,-117.0985464,6/6/16,Street Light Light On During Day at 4451 Monroe Ave,Assigned,Light on during day.  Globe broken and does not match the same globes as throughout Talmadge neighborhood.  Please fix light and replace globe,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sFNuAAM,,85,1,3,002301,060730023013
86143,Street Light,32.71042118,-117.162862,6/6/16,"Day Burner at 02ND AV & ISLAND AV,, 92101",Closed,DAY BURNER NWC,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sFQpAAM,7/7/16,30,1,4,005400,060730054004
86165,Street Light,32.71041169,-117.1637722,6/6/16,"Day Burner at 1ST AVE & ISLAND AV,, 92101",Closed,Per Lamont lights are running during the day,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sFkeAAE,7/7/16,30,1,4,005400,060730054004
86200,Street Light,32.917939,-117.1772424,6/6/16,"Street Light Light Out at 6729 Lopez Canyon Way, San Diego, CA, United States",Closed,"The light in front of 6729 Lopec Canyon Way is out. Wires are removed. From customer Kevin Dao at 858-527-2359, or kevindao7@yahoo.com",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sG9PAAU,7/7/16,30,1,1,008347,060730083471
86282,Street Light,32.71071525,-117.0515129,6/6/16,Street Light Light Out at 6785 Imperial Ave,Closed,Light shot out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sGnPAAU,7/15/16,38,1,2,003103,060730031032
86334,Street Light,32.7973294,-117.2571645,6/6/16,Street Light Light On During Day at 32.80N 117.26W,Closed,Felspar at the Boardwalk north - lights still come on 2 hours early. reported it last week,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sGwWAAU,7/7/16,30,1,1,007905,060730079051
86378,Street Light,32.91777833,-117.177125,6/6/16,Street Light Light Out at 6729 Lopez Canyon Way,Closed,Light is out because of exposed and disconnected wires.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sH7KAAU,7/7/16,30,1,1,008347,060730083471
86415,Street Light,32.5830535,-117.0556175,6/7/16,"Street Light Light Out at 728 Grissom Street, San Diego, CA, United States",Closed,"Street light out @ 728 Grissom Street in San Diego, CA 92154.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sHh8AAE,7/7/16,30,1,2,010011,060730100112
86425,Street Light,32.987486,-117.086557,6/7/16,"Street Light Light Out at 15025 Andorra Way San Diego, CA 92129",Closed,Overhead street light,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sHtiAAE,7/7/16,30,1,1,017034,060730170341
86466,Street Light,32.69277023,-117.0734695,6/7/16,"Light Out at 5775 DIVISION ST, 92114",Acknowledged,"TWO STREET LIGHTS OUT ON SAME BLOCK , REF COMPLETED SN 500000133090 CONSUMER STATES WAS NEVER REPAIRED",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sJ06AAE,,84,1,3,003111,060730031113
86576,Street Light,32.79734625,-117.2564932,6/7/16,"Light Out at FELSPAR ST & OCEAN BL,, 92109",Closed,ALL BOARDWALK LIGHTS OUT NORTH OF FELSPAR,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sLsAAAU,7/12/16,34,1,1,007905,060730079051
86585,Street Light,32.80667645,-117.1984418,6/7/16,Street Light Light Out at 3799 Clairemont Dr,Closed,"Light in South Clairemont park out.  Second light in from Waco street along path, next to second trash can.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sLxZAAU,7/19/16,41,1,2,009102,060730091022
86640,Street Light,32.56710978,-117.0623276,6/7/16,Street Light Light Out at Beyer Blvd,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sMUiAAM,7/1/16,23,1,4,010005,060730100054
86670,Street Light,32.7157757,-117.1665368,6/8/16,"Street Light Light Out at 1000 State St, San Diego, CA 92101, USA",Closed,"Lamp not working, on State Street between Broadway and C Street. Just south of building loading dock enterance.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sO9IAAU,7/1/16,23,1,2,005400,060730054002
86724,Street Light,32.71781631,-117.1592939,6/8/16,"Day Burner at 6TH AVE & B ST,, 92101",Closed,3 LIGHTS RUNNING DURING THE DAY TIME,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sP5MAAU,7/1/16,23,1,1,005300,060730053001
86742,Street Light,32.7753334,-116.9756464,6/8/16,"Street Light Light Out at 15641 S Chevy Chase, San Diego, CA, United States",Closed - Referred,"The street light is out.  For safety reasons, we would like to have it repaired so it can be back on.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sPaAAAU,,83,1,2,015302,060730153022
86746,Street Light,32.78160027,-117.1322572,6/8/16,"Street Light Light Out at 2466-2550 Fenton Pkwy, San Diego, CA 92108, USA",Assigned,A street light is missing.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sPm1AAE,,83,1,2,009202,060730092022
86747,Street Light,32.673378,-117.049004,6/8/16,"Street Light Light Out at 2735 Keen Drive, San Diego, CA, United States",Closed - Referred,"This light has been out for a few months, it makes the general area extremely dark at night, a man was recently seen looking in cars that are parked in the general area of this light. For safety and security we'd appreciate this light being fixed. The neighbor said someone came to work on it but it started raining so they left and never came back.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sPr1AAE,,83,1,2,003212,060730032122
86793,Street Light,32.84746978,-117.2747407,6/8/16,"Light Out at GIRARD AV & PROSPECT ST,, 92037",Closed,"There are multiple street lights out on Girard Ave. in Downtown La Jolla.On the west side of Girard between Prospect St. and Silverado St., all ofthe street lamps are out except for the southernmost one on the corner ofGirard and Silverado.  The street lamps on the east side of Girard forthose 2 blocks are fine.  These are all on concrete poles (not part of awooden power line pole).",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sQkbAAE,7/1/16,22,1,2,008200,060730082002
86799,Street Light,40.7684342,-74.1454214,6/8/16,"Street Light Light Out at Kearny Villa Ln, Olga Ave, Donzee St, and Annrae St",Assigned,There are a few streetlights out on Kearny Villa Ln next to hwy 163.  It doesn't show on the map but the streetlights continue north into a walkway that goes to Olga Ave and there are a few in that area that are out too. Please check all of the streetlights in that little neighborhood because there might be more out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sQsFAAU,,83,1,,,
86802,Street Light,32.772558,-117.1825985,6/8/16,"Street Light Light On During Day at 6163-6273 Linda Vista Rd, San Diego, CA 92110, USA",Closed,One streetlight is on all day and it's next to the park.  You will see it on google maps,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sQuLAAU,7/9/16,30,1,2,009107,060730091072
86836,Street Light,33.044846,-117.0644373,6/8/16,"Street Light Light Out at 12501 Escala Drive, San Diego, CA, United States",Closed,Second request.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sRKJAA2,7/9/16,30,1,3,017019,060730170193
86907,Street Light,32.750262,-117.21032,6/8/16,"Street Light Light Out at 3275-3335 Midway Dr San Diego, CA 92110",Assigned,Street light in front of apartments left side does not work. It was replaced recently.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sRkgAAE,,83,1,1,006802,060730068021
86908,Street Light,32.749932,-117.210118,6/8/16,"Street Light Light Out at 3219 Midway Dr San Diego, CA 92110",Duplicate,Street light in front of apartments left side does not work. It was replaced recently.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sRklAAE,,83,1,1,006802,060730068021
86909,Street Light,32.738767,-117.210105,6/8/16,Street Light Light Out at Chauncey & Cushing Rd,Assigned,light out is located on east side of intersection in park,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sRmSAAU,,83,1,1,021400,060730214001
86910,Street Light,32.738554,-117.210351,6/8/16,"Street Light Light Out at 2755-2799 Cushing Rd San Diego, CA 92106",Closed,Light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sRmXAAU,7/9/16,30,1,1,021400,060730214001
86929,Street Light,32.5653936,-117.0669546,6/9/16,"Street Light Light Out at 1696 Howard Avenue, San Diego, CA, United States",Closed,"Street light out at 1696 Howard Avenue in San Ysidro, CA 92173. Cross streets are West San Ysidro Blvd and Iris Avenue.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sSg6AAE,7/1/16,22,1,2,010111,060730101112
86938,Street Light,32.81999722,-117.0916942,6/9/16,"Street Light Light Out at 11666 Cebada Court, San Diego, CA, United States",Closed,"The street light in front of 11666 Cebada Ct is out again, was just repaired 2 months ago, cars vandalized, children in area. please fix asap! Last time took 8 months to get repaired.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sSrJAAU,7/15/16,36,1,1,009507,060730095071
86945,Street Light,32.75871044,-117.1340847,6/9/16,"Street Light Light Out at 4460 Idaho St, San Diego, CA 92116, USA",Assigned,Street light in front of Pre-school entrance and light in front of 4463 Idaho St. are both out. Both have solar panels on them.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002sTBTAA2,,82,1,4,001200,060730012004
97359,Street Light,32.71044627,-117.1564805,8/2/16,"Light Out at 09TH AV & ISLAND AV,, 92101",Assigned,lights out on east side of 09th,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002z9PwAAI,,28,1,4,005400,060730054004
97365,Street Light,32.7382519,-117.2221244,8/2/16,"Street Light Light Out at 3300 Yonge St, San Diego, CA, United States",Duplicate,Ok... This is the  Second request to have the steet lights turned on in the 3300 through 3400 block of Yonge st. The lights have been out for over five weeks and  I would hate to have to The city responsible for any break-ins in the neighborhood. The next request will be to the mayor who lives five blocks south of us. Please help us get the lights turned on,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002z9QuAAI,,28,1,3,006900,060730069003
97369,Street Light,32.84721693,-117.272084,8/2/16,"Light Out at WALL ST & IVANHOE AV,, 92037",Assigned,ST LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002z9RnAAI,,28,1,3,008200,060730082003
97370,Street Light,32.84721693,-117.272084,8/2/16,"Light Out at WALL ST & IVANHOE AV,, 92037",Assigned,ST LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002z9RsAAI,,28,1,3,008200,060730082003
