Case Number,Problem Category,Geolocation (Latitude),Geolocation (Longitude),Opened Date,Subject,Status,Public Description,SAP URL,Closed Date,Age (Days)
97921,Pothole,32.8837878,-117.1554109,8/5/16,"Pothole  at 7340 Miramar Road, San Diego, CA, United States",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b3RAAQ,8/12/16,6
97922,Street Light,32.71989957,-117.1593089,8/5/16,"Light Out at 6TH AVE & ASH ST,, 92101",Assigned,LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b3WAAQ,,25
97923,Pothole,32.710246,-117.133235,8/5/16,"Pothole  at 440 Hoitt Street, San Diego, CA, United States",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b3bAAA,8/20/16,14
97924,Street Light,32.71989957,-117.1593089,8/5/16,"Light Out at 6TH AVE & ASH ST,, 92101",Assigned,ST LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b3gAAA,,25
97925,Street Light,32.71989957,-117.1593089,8/5/16,"Light Out at 6TH AVE & ASH ST,, 92101",Assigned,ST LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b3lAAA,,25
97926,Pothole,32.665922,-117.056997,8/5/16,"Pothole at 6015 Parkside Avenue, San Diego, CA, United States",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b3qAAA,8/10/16,4
97927,Pothole,32.8343018,-117.1770224,8/5/16,"Pothole  at 5329 Clairemont Mesa Boulevard, San Diego, CA, United States",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b3vAAA,8/12/16,6
97928,Storm Drain,32.74831151,-117.1378925,8/5/16,"Storm Drain Clogged Storm Drain at 3821-3899 Arizona St, San Diego, CA 92104, USA",Closed,On 8/4/16 and 8/5/16 there has been a significant water discharge from the stormwater grate at the SE corner of Arizona St and University Ave.  It comes out of the drain to the street surface and runs south for one to two blocks.  It has a foul sewer smell.  There is major road construction in the area related to the Georgia St/University St historic bridge retrofit.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b40AAA,8/10/16,4
97929,Pothole,32.8129885,-117.153046,8/5/16,"Pothole  at 3810 Convoy Street, San Diego, CA, United States",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b45AAA,8/12/16,6
97930,Pothole,32.7040564,-117.0290648,8/5/16,"Pothole  at 8100 Greenlawn Drive, San Diego, CA, United States",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b4AAAQ,8/11/16,5
97931,Pothole,32.7009151,-117.0307127,8/5/16,"Pothole  at 204 S Meadowbrook Dr, San Diego, CA, United States",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b4FAAQ,8/11/16,5
97932,Pothole,32.69410798,-117.037218,8/5/16,"Pothole  at 401 Briarwood Rd, San Diego, CA 92114, USA",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b4KAAQ,8/11/16,5
97933,Pothole,32.692429,-117.037235,8/5/16,"Pothole  at 464 Briarwood Road, San Diego, CA, United States",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b4UAAQ,8/11/16,5
97934,Pothole,32.7451528,-117.0860815,8/5/16,"Pothole  at 3650 Altadena Avenue, San Diego, CA, United States",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b4yAAA,8/19/16,13
97935,Pothole,32.742613,-117.086056,8/5/16,"Pothole  at 3525 Altadena Avenue, San Diego, CA, United States",Acknowledged,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b5IAAQ,,25
97936,Pothole,32.741862,-117.086074,8/5/16,"Pothole  at 3465 Altadena Avenue, San Diego, CA, United States",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b5NAAQ,8/19/16,13
97938,Pothole,32.705822,-117.1340522,8/5/16,"Pothole  at 24 28th Street, San Diego, CA, United States",Assigned,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b5XAAQ,,25
97939,Pothole,32.7070357,-117.1293304,8/5/16,"Pothole  at 129 30th Street, San Diego, CA, United States",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b5hAAA,8/20/16,14
97940,Pothole,32.8129885,-117.153046,8/5/16,"Pothole  at 3810 Convoy Street, San Diego, CA, United States",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b5mAAA,8/12/16,6
97941,Street Light,33.03900304,-117.0778993,8/5/16,Street Light Light Out at 18058 Almendro Ln,Duplicate,Street light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b6VAAQ,,25
97942,Street Light,32.71399966,-117.169953,8/5/16,"Street Light Light Out at Martin Luther King Promenade, San Diego, CA 92101, USA",Assigned,There is multiple light poles with individual lights out all over the Martin Luther King Promenade. Thank you.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b7sAAA,,25
97944,Street Light,33.0334391,-117.074099,8/5/16,"Street Light Light Out at Drayton Hall Way, San Diego, CA, United States",Assigned,Street light is out creating a very dark unsafe area of Drayton Hall Way,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032b8vAAA,,25
97945,Graffiti,32.75355787,-117.1339373,8/5/16,"Graffiti  at 4116-4180 Idaho St, San Diego, CA 92104, USA",Closed,Blue spray paint on the sidewalk of the North Park Community Park located just south of the dumpster on the north/east side of the park. The property address on the opposite side of the street is 4167 Idaho St.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bADAAY,8/30/16,24
97946,Storm Drain,32.91086002,-117.2219282,8/5/16,Storm Drain Grate frame broken or missing at 10503 Abalone Landing Ter,Closed,Manhole / storm drain cover in sidewalk is ajar,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bBBAAY,8/12/16,6
97947,Traffic Signal,32.71151811,-117.1564915,8/5/16,"Signals on Flash at 09TH AV & MARKET ST,, 92101",Assigned,SIGNALS ON FLASH,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bBaAAI,,25
97948,Graffiti,32.762843,-117.106846,8/5/16,"Graffiti  at 4100-4198 Park Place San Diego, CA 92116",Closed,15 minute parking sign behind library is stickered. And check the tall signs at the back (Park Place) gate of the playground for stickers too,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bBfAAI,8/12/16,6
97949,,32.7476823,-117.1532321,8/6/16,"Traffic Sign  at 3815 Vermont St, San Diego, CA, United States",Assigned,There needs to be a 4 way stop sign at the intersection of Vermont St and Essex St. I have live at 3815 Vermont St. for over 5 years and have almost been hit while driving and walking across the street to get into my car from speeding cars. There have been several accidents and cars barely missing eachother from a serious crash especially on the weekends since there are is a very large amount of traffic from the local bars and clubs in this close vicinity. Please install a 4 way stop sign for safety of this neighborhood!,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bEKAAY,,25
97950,Pothole,32.7821836,-117.1508374,8/6/16,"Pothole  at 8282 Kaplan Drive, San Diego, CA, United States",Closed,At the right corner of kaplan dr and Ainsley Road.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bFcAAI,8/12/16,6
97953,Curb,32.747836,-117.208263,8/6/16,"Curb Faded Paint at 3276 Rosecrans Street San Diego, CA 92110",Closed,curbs need to be painted red since it's faded so bad this can be dangerous since most drivers that drive rosecrans wouldn't have to worry about hitting cars parked illegally,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bFwAAI,8/12/16,6
97955,Curb,32.73681097,-117.1612067,8/6/16,Curb Damage at 3003 4th Ave,Assigned,Grassy infestations,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bICAAY,,24
97959,Tree Hazard,32.734463,-117.248279,8/6/16,"Tree Hazard  at 4493 Pescadero Avenue, San Diego, CA, United States",Assigned,On the corner of pescadero and Guizot a large palm type tree is causing a hazard to pedestrians and vehicles crossing the road.   It is very difficult to see around causing an unsafe condition.   The tree is next to a stop sign and fire hydrant with fronds in the street.  Thank you for looking at this problem.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bK3AAI,,24
97960,Street Light,32.7202931,-117.1339098,8/6/16,"Light Out at 28TH ST & ASH ST,, 92102",Assigned,Street light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bKIAAY,,24
97961,Street Light,32.72135131,-117.1339041,8/6/16,"Light Out at 28TH ST & BEECH ST,, 92102",Assigned,Street light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bKSAAY,,24
97962,Graffiti,32.71980342,-117.1366168,8/6/16,Graffiti  at 2600 Golf Course Dr,Acknowledged,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bKhAAI,,24
97964,Pothole,33.02699426,-117.0903377,8/6/16,Pothole  at 11195 Florindo Rd,Assigned,Multiple potholes in Street,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bLGAAY,,24
97965,Curb,32.74400368,-117.1817924,8/6/16,Curb Faded Paint at 3500?3552 Keating St,Closed,"Paint is faded, cars are parking on this dangerous corner at night as its hard to read.   Recently saw a moving car hit a parked car in the spot.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bLQAAY,8/10/16,4
97967,Pothole,32.91743247,-117.0768428,8/6/16,Pothole  at 10857 Pointed Oak Ln,Assigned,Subsidence at storm drain manhole cover,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bLaAAI,,24
97968,Street Sweeping,32.7664178,-117.1895176,8/6/16,"Street Sweeping  at 5726 Gaines Street, San Diego, CA, United States",Acknowledged,"Across from the Gaines Street Apartments is a large amount of glass in the street.  A car window was smashed out and the glass was not cleaned up, it is still in the street.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bLfAAI,,24
97969,Traffic Sign,32.7556057,-117.1106995,8/6/16,"Traffic Sign  at 3850 El Cajon Boulevard, San Diego, CA, United States",Assigned,Stop sign seems to have been hit by a vehicle. Leaning in a way that it is obstructed by the tree next to it,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bLpAAI,,24
97970,Graffiti,32.7556057,-117.1106995,8/6/16,"Graffiti  at 3850 El Cajon Boulevard, San Diego, CA, United States",Closed,Graffiti on palm tree next to stop sign,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bLuAAI,8/12/16,6
97971,Traffic Sign,32.79301192,-117.2506503,8/6/16,Traffic Sign  at 4206 Cass St,Closed,Abandoned bike needs removal,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bMJAAY,8/12/16,6
97974,Graffiti,32.72044161,-117.130778,8/6/16,Graffiti  at 1405 Dale St,Closed - Referred,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bMiAAI,,24
97975,Traffic Signal,32.80931062,-117.2556288,8/6/16,Traffic Signal Signal Facing Wrong Direction at 985 Turquoise St,Assigned,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bNHAAY,,24
97986,Traffic Sign,32.80443179,-117.2423994,8/6/16,"Traffic Sign  at 1576 Chalcedony St, San Diego, CA 92109, USA",Closed,Street sign on the southwest corner of Chalcedony St and Ingraham St. in Pacific Beach is turned (pointing the wrong direction).,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bOZAAY,8/10/16,4
97987,,32.83358717,-117.2320803,8/6/16,,Acknowledged,Tree debris blocking drain,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bOoAAI,,24
97988,Graffiti,32.76450902,-117.1595416,8/6/16,"Graffiti Removal at CAMINO DEL RIO NORTH, 92108",Closed,Remove graffiti from wall miural on the freeway over pass,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bOyAAI,8/12/16,6
97989,Pothole,32.880764,-117.173599,8/6/16,"Pothole  at 8380 Camino Santa Fe San Diego, CA 92121",Assigned,5720 miramar rd,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bP3AAI,,24
97990,Tree Hazard,32.7750676,-117.1729402,8/6/16,"Tree Hazard  at 1642 Burton St, San Diego, CA 92111, United States",Assigned,Bushes are growing over sidewalk.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bP8AAI,,24
97992,Graffiti,32.57289635,-117.0927717,8/6/16,"Graffiti Removal at CORONADO AVE & SATURN BL,, 92154",Closed,Remove graffiti on the brick wall,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bPIAAY,8/11/16,5
97993,Street Light,32.75523681,-117.1301892,8/6/16,"Street Light Light Out at 4294 30th St, San Diego, CA 92104, USA",Assigned,All four lights are out at el cajon  blvd  and 30th street.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bPNAAY,,24
97994,,32.90174075,-117.1752296,8/6/16,,Closed,"Water request sweeper after 2 inch service repair , IO# 21004020",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bPSAAY,8/8/16,2
97995,Pothole,32.75627739,-117.1357532,8/6/16,"Pothole  at 4341 Hamilton St, San Diego, CA 92104, USA",Closed,Multiple very deep potholes,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bPcAAI,8/19/16,13
97998,Pothole,32.9270145,-117.1582288,8/6/16,Pothole  at 7749?7799 Andasol St,Closed,"large pothole, 3 attempts to repair in 2014/2015 but it is just getting worse",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bQVAAY,8/25/16,19
98003,Pothole,32.80170646,-117.1972725,8/6/16,Pothole  at 3342?3356 Clairemont Dr,Closed,Right lane,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bR9AAI,8/17/16,10
98009,Traffic Signal,32.9491981,-117.2474184,8/6/16,"Traffic Signal Light Out at Mango Drive, Del Mar, CA, United States",Assigned,The traffic light is too long and tragic is building up on Mango Drive (west If Del Mar Hights Road)all the way to Del Mar Hills School.  Please adjust the light so cars can make it through the signal,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bRnAAI,,24
98011,Sidewalk,33.02219,-117.069519,8/6/16,"Sidewalk  at 12105 Rancho Bernardo Road San Diego, CA 92128",Assigned,Dead plants and other debris blocking sidewalk access from Acena Dr. east on Rancho Bernardo Road  for about 500 ft. This entire section needs to be cleaned out and trimmed back.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bSCAAY,,24
98018,Faded striping,32.58060046,-117.0970157,8/6/16,"Faded striping  at 908 Thermal Ave, San Diego, CA 92154, USA",Closed,"All of the intersection striping is fading and/or missing...including the ""stop"" painting...located in the 92154 area....",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bTPAAY,8/13/16,6
98019,Sidewalk,32.85963204,-117.1890279,8/6/16,Sidewalk  at 7343 Florey St,Assigned,Vegetation is too low blocking sidewalk pass,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bToAAI,,24
98020,Traffic Signal,32.82710502,-117.0943394,8/6/16,Signals on Flash at 10900 CLAIREMONT MESA BL-ON FLASH,Assigned,on flash,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bTtAAI,,24
98021,Traffic Signal,32.82698462,-117.0958683,8/6/16,"Signals All Out at CLAIREMONT MESA BL & LA CUENTA DR,, 92124",Assigned,Signal out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bTyAAI,,24
98024,Street Light,32.80927113,-117.2011763,8/6/16,Street Light Light Out at 4181?4185 Ute Dr,Assigned,"Southwest corner of Clairemont Drive and Ute Drive walk symbol to walk north doesn't light up, only sounds goes off.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bUDAAY,,24
98025,Curb,32.95364984,-117.2339065,8/6/16,Curb Faded Paint at 12995 El Camino Real,Closed,Faded red,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bUNAAY,8/13/16,6
98027,Pothole,32.95480869,-117.2314664,8/6/16,Pothole  at 3501?3549 Del Mar Heights Rd,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bUXAAY,8/16/16,9
98029,Storm Drain,32.74618,-117.1811,8/6/16,Storm Drain Channel Cleaning at 3705 Pringle St,Closed - Referred,BMP not in place. Garbage and weeds on property and sidewalk,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032bVLAAY,,24
